gene_id,med_1,med_3,med_5,med_9,med_15
TcCLB.508465.60,TcChr39-S_PTU12,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10
TcCLB.508465.70,TcChr39-S_PTU12,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10
TcCLB.508465.80,TcChr39-S_PTU12,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10
TcCLB.508465.90,TcChr39-S_PTU12,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10
TcCLB.508465.100,TcChr39-S_PTU12,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10
TcCLB.508465.110,TcChr39-S_PTU12,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10
TcCLB.508465.120,TcChr39-S_PTU12,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10
TcCLB.508465.130,TcChr39-S_PTU12,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10
TcCLB.508465.140,TcChr39-S_PTU12,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10
TcCLB.508465.149,TcChr39-S_PTU12,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10
TcCLB.503557.10,TcChr39-S_PTU12,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10
TcCLB.503557.14,TcChr39-S_PTU12,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10
TcCLB.503557.20,TcChr39-S_PTU12,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10
TcCLB.503557.30,TcChr39-S_PTU12,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10
TcCLB.503557.40,TcChr39-S_PTU12,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10
TcCLB.503557.49,TcChr39-S_PTU12,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10
TcCLB.508467.10,TcChr39-S_PTU12,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10
TcCLB.508467.19,TcChr39-S_PTU12,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10
TcCLB.510747.5,TcChr39-S_PTU12,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10
TcCLB.510747.10,TcChr39-S_PTU12,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10,TcChr39-S_PTU10
TcCLB.510747.18,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510747.26,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510747.34,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510747.40,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510747.60,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510747.80,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510747.90,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510747.100,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510747.110,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510747.114,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510747.120,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510747.130,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510747.140,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510747.150,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510747.170,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510749.4,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510749.10,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510749.20,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510749.30,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510749.40,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510749.50,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510749.60,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510749.74,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510749.90,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510749.99,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510751.4,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510751.10,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510751.30,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510751.40,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.508469.4,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.508469.10,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.508469.20,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.508469.30,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.508469.50,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.508469.59,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510753.9,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510753.20,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510753.30,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510755.19,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510755.40,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510755.50,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510755.60,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510755.65,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510755.70,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510755.80,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510755.89,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510755.98,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510755.110,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510755.120,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510755.129,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510755.138,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510755.147,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510757.9,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510757.20,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510757.30,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510759.4,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510759.10,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510759.40,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510759.50,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510759.54,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510759.60,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510759.70,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510759.80,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510759.100,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510759.110,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510759.114,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510759.120,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510759.130,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510759.134,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510759.140,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510759.150,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510759.160,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510759.170,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510759.180,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510759.190,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510759.200,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.503651.4,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.503651.10,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.503651.20,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.503651.30,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.503651.40,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.503651.49,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510761.4,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510761.10,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510761.14,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510761.18,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510761.22,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510761.30,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510761.44,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510761.60,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510761.70,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510761.73,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510761.76,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510761.80,TcChr39-S_PTU13,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11,TcChr39-S_PTU11
TcCLB.510763.30,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510763.34,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510763.40,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510763.50,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510763.60,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510763.70,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510763.80,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510763.90,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510763.100,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510763.109,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510765.10,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510765.20,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510765.30,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510765.50,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510765.60,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510765.70,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510767.10,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510767.20,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510767.30,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510767.40,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510767.50,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510767.60,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510767.69,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.508471.10,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.508471.19,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510769.10,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510769.30,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510769.40,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510769.49,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510769.60,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510769.70,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510769.80,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510769.90,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510769.100,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510769.110,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510769.120,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510769.130,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510769.140,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510769.150,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510769.170,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510769.190,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.510769.202,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.508473.10,TcChr39-S_PTU14,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12,TcChr39-S_PTU12
TcCLB.509697.15,TcChr29-S_PTU01,TcChr29-S_PTU01,TcChr29-S_PTU01,TcChr29-S_PTU01,TcChr29-S_PTU01
TcCLB.509697.29,TcChr29-S_PTU01,TcChr29-S_PTU01,TcChr29-S_PTU01,TcChr29-S_PTU01,TcChr29-S_PTU01
TcCLB.509697.39,TcChr29-S_PTU01,TcChr29-S_PTU01,TcChr29-S_PTU01,TcChr29-S_PTU01,TcChr29-S_PTU01
TcCLB.506285.10,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU01
TcCLB.506285.30,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU01
TcCLB.506285.40,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU01
TcCLB.506285.50,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU01
TcCLB.506285.80,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU01
TcCLB.506285.90,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU01
TcCLB.506285.110,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU01
TcCLB.506285.120,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU01
TcCLB.509699.30,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU01
TcCLB.509699.35,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU01
TcCLB.509699.40,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU01
TcCLB.509699.60,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU01
TcCLB.509699.85,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU01
TcCLB.509699.110,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU01
TcCLB.509699.140,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU02,TcChr29-S_PTU01
TcCLB.509699.150,TcChr29-S_PTU03,TcChr29-S_PTU03,TcChr29-S_PTU03,TcChr29-S_PTU03,TcChr29-S_PTU01
TcCLB.509699.170,TcChr29-S_PTU03,TcChr29-S_PTU03,TcChr29-S_PTU03,TcChr29-S_PTU03,TcChr29-S_PTU01
TcCLB.509699.200,TcChr29-S_PTU03,TcChr29-S_PTU03,TcChr29-S_PTU03,TcChr29-S_PTU03,TcChr29-S_PTU01
TcCLB.509699.210,TcChr29-S_PTU03,TcChr29-S_PTU03,TcChr29-S_PTU03,TcChr29-S_PTU03,TcChr29-S_PTU02
TcCLB.509699.220,TcChr29-S_PTU03,TcChr29-S_PTU03,TcChr29-S_PTU03,TcChr29-S_PTU03,TcChr29-S_PTU02
TcCLB.509699.240,TcChr29-S_PTU03,TcChr29-S_PTU03,TcChr29-S_PTU03,TcChr29-S_PTU03,TcChr29-S_PTU02
TcCLB.509699.250,TcChr29-S_PTU03,TcChr29-S_PTU03,TcChr29-S_PTU03,TcChr29-S_PTU03,TcChr29-S_PTU02
TcCLB.509699.260,TcChr29-S_PTU04,TcChr29-S_PTU04,TcChr29-S_PTU04,TcChr29-S_PTU03,TcChr29-S_PTU02
